subscription_id,customer_id,plan_id,status,billing_cycle,start_date,end_date,mrr_usd,discount_pct,trial_end_date,cancellation_reason
365,247,6,expired,annual,2025-03-05,2025-06-08,82.5,0,,Not using it
366,247,3,active,annual,2025-06-08,,15.83,0,,
367,248,1,cancelled,monthly,2023-07-05,2024-05-26,0.0,0,,Budget cuts
368,248,5,active,annual,2024-05-26,,49.17,0,,
369,249,4,active,monthly,2025-06-08,,39.0,0,2025-06-22 00:00:00,
370,250,2,cancelled,annual,2025-04-26,2025-09-07,10.0,0,2025-05-10 00:00:00,Company reorganization
371,250,4,active,monthly,2025-09-07,,39.0,0,,
372,251,1,active,monthly,2023-12-05,,0.0,0,,
373,252,1,cancelled,monthly,2024-02-27,,0.0,0,,Not using it
374,253,6,active,annual,2025-01-03,,82.5,0,2025-01-17 00:00:00,
375,254,2,cancelled,annual,2023-04-19,,10.0,0,2023-05-03 00:00:00,
376,255,2,cancelled,monthly,2024-02-29,2024-08-02,12.0,0,2024-03-14 00:00:00,Switched competitor
377,255,2,cancelled,annual,2024-08-02,,10.0,0,,
378,256,1,expired,monthly,2024-05-09,2025-05-03,0.0,0,,Budget cuts
379,256,5,active,monthly,2025-05-03,,59.0,0,,
380,257,3,active,annual,2025-02-19,,15.83,0,2025-03-05 00:00:00,
381,258,4,active,monthly,2023-07-25,,31.2,20,2023-08-08 00:00:00,
382,259,2,expired,monthly,2024-08-19,2024-12-27,12.0,0,2024-09-02 00:00:00,Not using it
383,259,5,active,monthly,2024-12-27,,50.15,15,,
384,260,1,active,monthly,2025-02-07,,0.0,0,,
385,261,1,active,monthly,2025-01-30,,0.0,0,,
386,262,4,cancelled,annual,2025-03-10,2025-07-18,32.5,0,2025-03-24 00:00:00,Too expensive
387,262,4,active,monthly,2025-07-18,,39.0,0,,
388,263,2,expired,monthly,2023-06-27,2023-09-14,12.0,0,2023-07-11 00:00:00,Not using it
389,263,5,active,monthly,2023-09-14,,59.0,0,,
390,264,1,active,monthly,2025-08-12,,0.0,0,,
391,265,2,cancelled,monthly,2023-06-13,2024-04-25,12.0,0,2023-06-27 00:00:00,Switched competitor
392,265,5,active,annual,2024-04-25,,49.17,0,,
393,266,1,active,monthly,2023-12-21,,0.0,0,,
394,267,2,active,monthly,2024-01-19,,10.2,15,2024-02-02 00:00:00,
395,268,1,active,monthly,2025-03-03,,0.0,0,,
396,269,1,active,monthly,2025-01-04,,0.0,0,,
397,270,1,cancelled,annual,2023-05-02,2023-07-20,0.0,25,,Too expensive
398,270,5,active,annual,2023-07-20,,49.17,0,,
399,271,1,active,annual,2025-04-21,,0.0,0,,
400,272,1,active,annual,2023-01-06,,0.0,0,,
401,273,2,active,monthly,2023-08-15,,12.0,0,2023-08-29 00:00:00,
402,274,1,cancelled,annual,2023-12-05,2024-05-02,0.0,0,,Budget cuts
403,274,3,cancelled,annual,2024-05-02,2025-01-17,14.25,10,,
404,274,5,active,monthly,2025-01-17,,59.0,0,,
405,275,3,expired,annual,2024-08-03,2025-01-08,15.83,0,2024-08-17 00:00:00,Missing features
406,275,6,active,monthly,2025-01-08,,99.0,0,,
407,276,1,expired,monthly,2024-04-18,2025-02-18,0.0,15,,Company reorganization
408,276,2,cancelled,annual,2025-02-18,2025-05-31,10.0,0,,Not using it
409,276,4,active,annual,2025-05-31,,32.5,0,,
410,277,1,cancelled,monthly,2025-07-02,,0.0,15,,Switched competitor
411,278,3,cancelled,monthly,2024-08-26,2025-05-25,19.0,0,2024-09-09 00:00:00,Switched competitor
412,278,1,expired,monthly,2025-05-25,2025-10-21,0.0,0,,Not using it
413,278,7,active,annual,2025-10-21,,149.25,10,,
414,279,4,active,monthly,2025-08-29,,39.0,0,2025-09-12 00:00:00,
415,280,2,active,monthly,2023-07-31,,12.0,0,2023-08-14 00:00:00,
416,281,1,active,monthly,2023-09-27,,0.0,0,,
417,282,1,active,monthly,2025-06-07,,0.0,0,,
418,283,1,expired,monthly,2025-04-16,2025-09-23,0.0,20,,Company reorganization
419,283,4,cancelled,annual,2025-09-23,,32.5,0,,Budget cuts
420,284,3,expired,monthly,2023-06-14,2024-04-06,19.0,0,2023-06-28 00:00:00,Switched competitor
421,284,1,cancelled,annual,2024-04-06,,0.0,20,,Budget cuts
422,285,6,active,monthly,2023-08-10,,99.0,0,2023-08-24 00:00:00,
423,286,1,cancelled,monthly,2024-12-03,2025-07-30,0.0,10,,Switched competitor
424,286,3,expired,annual,2025-07-30,2025-10-05,15.83,0,,Company reorganization
425,286,5,active,monthly,2025-10-05,,59.0,0,,
426,287,2,expired,monthly,2024-09-21,2025-01-06,12.0,0,2024-10-05 00:00:00,Too expensive
427,287,3,active,monthly,2025-01-06,,19.0,0,,
428,288,1,active,monthly,2024-01-15,,0.0,0,,
429,289,1,expired,monthly,2023-05-18,2024-04-09,0.0,0,,Too expensive
430,289,6,expired,annual,2024-04-09,2025-03-06,61.88,25,,
431,289,3,active,annual,2025-03-06,,15.83,0,,
432,290,3,expired,annual,2024-01-20,2024-05-19,15.83,0,2024-02-03 00:00:00,Too expensive
433,290,5,active,monthly,2024-05-19,,59.0,0,,
434,291,4,expired,monthly,2024-02-11,2024-08-05,39.0,0,2024-02-25 00:00:00,Company reorganization
435,291,4,active,annual,2024-08-05,,32.5,0,,
436,292,1,cancelled,annual,2024-11-06,,0.0,0,,Not using it
437,293,3,expired,monthly,2023-01-06,2023-08-21,19.0,0,2023-01-20 00:00:00,Budget cuts
438,293,4,active,monthly,2023-08-21,,39.0,0,,
439,294,5,expired,annual,2024-03-25,2024-09-06,49.17,0,2024-04-08 00:00:00,Budget cuts
440,294,5,cancelled,annual,2024-09-06,,49.17,0,,Not using it
441,295,5,active,annual,2024-02-09,,49.17,0,2024-02-23 00:00:00,
442,296,1,expired,monthly,2024-06-02,2025-01-30,0.0,0,,Switched competitor
443,296,2,cancelled,monthly,2025-01-30,,12.0,0,,Budget cuts
444,297,6,expired,monthly,2025-06-01,2025-10-22,99.0,0,2025-06-15 00:00:00,Not using it
445,297,6,cancelled,monthly,2025-10-22,,99.0,0,,Company reorganization
446,298,1,cancelled,annual,2025-02-05,2025-09-22,0.0,0,,Budget cuts
447,298,2,active,monthly,2025-09-22,,12.0,0,,
448,299,5,active,monthly,2023-07-31,,59.0,0,2023-08-14 00:00:00,
449,300,5,active,monthly,2023-11-19,,59.0,0,2023-12-03 00:00:00,
450,301,3,expired,annual,2024-05-04,2024-12-04,15.83,0,2024-05-18 00:00:00,
451,301,5,active,annual,2024-12-04,,41.79,15,,
452,302,2,active,annual,2024-09-19,,10.0,0,2024-10-03 00:00:00,
453,303,3,active,annual,2023-07-04,,15.83,0,2023-07-18 00:00:00,
454,304,3,active,annual,2023-06-30,,15.83,0,2023-07-14 00:00:00,
455,305,6,active,monthly,2023-12-09,,99.0,0,2023-12-23 00:00:00,
456,306,6,expired,monthly,2024-04-02,2024-09-26,99.0,0,2024-04-16 00:00:00,Not using it
457,306,2,expired,monthly,2024-09-26,2025-08-20,12.0,0,,Switched competitor
458,306,2,active,annual,2025-08-20,,9.0,10,,
459,307,1,expired,monthly,2023-08-22,2024-06-13,0.0,0,,Switched competitor
460,307,2,active,monthly,2024-06-13,,12.0,0,,
461,308,1,cancelled,monthly,2023-01-24,,0.0,0,,Company reorganization
462,309,4,cancelled,annual,2024-09-24,,32.5,0,2024-10-08 00:00:00,Budget cuts
463,310,2,active,monthly,2024-07-15,,12.0,0,2024-07-29 00:00:00,
464,311,1,cancelled,annual,2023-08-21,2024-06-28,0.0,0,,Budget cuts
465,311,5,cancelled,annual,2024-06-28,2025-01-07,44.25,10,,Missing features
466,311,6,active,annual,2025-01-07,,82.5,0,,
467,312,6,active,annual,2023-07-13,,82.5,0,2023-07-27 00:00:00,
468,313,1,active,monthly,2024-12-02,,0.0,0,,
469,314,3,cancelled,annual,2023-11-25,2024-02-08,15.83,0,2023-12-09 00:00:00,Too expensive
470,314,4,cancelled,annual,2024-02-08,,32.5,0,,Missing features
471,315,1,active,monthly,2025-03-29,,0.0,25,,
472,316,2,active,annual,2023-09-14,,10.0,0,2023-09-28 00:00:00,
473,317,3,active,monthly,2024-11-28,,19.0,0,2024-12-12 00:00:00,
474,318,4,cancelled,annual,2023-08-30,2024-04-27,32.5,0,2023-09-13 00:00:00,Switched competitor
475,318,6,active,monthly,2024-04-27,,99.0,0,,
476,319,2,active,monthly,2023-04-02,,12.0,0,2023-04-16 00:00:00,
477,320,1,active,monthly,2025-02-13,,0.0,0,,
478,321,1,active,monthly,2023-07-14,,0.0,0,,
479,322,4,expired,monthly,2023-01-01,2023-07-25,39.0,0,2023-01-15 00:00:00,Company reorganization
480,322,4,active,annual,2023-07-25,,29.25,10,,
481,323,3,active,monthly,2024-05-24,,19.0,0,2024-06-07 00:00:00,
482,324,1,expired,annual,2024-10-19,2025-09-02,0.0,0,,Company reorganization
483,324,3,cancelled,monthly,2025-09-02,2025-11-01,19.0,0,,Too expensive
484,324,7,active,annual,2025-11-01,,165.83,0,,
485,325,4,active,monthly,2025-01-31,,39.0,0,2025-02-14 00:00:00,
486,326,2,expired,annual,2023-07-14,2024-01-12,10.0,0,2023-07-28 00:00:00,
487,326,4,cancelled,monthly,2024-01-12,2024-11-30,39.0,0,,Not using it
488,326,3,cancelled,annual,2024-11-30,,15.83,0,,Missing features
489,327,2,expired,monthly,2023-06-20,2024-03-23,12.0,0,2023-07-04 00:00:00,Company reorganization
490,327,5,paused,monthly,2024-03-23,,59.0,0,,
491,328,3,active,monthly,2024-07-30,,19.0,0,2024-08-13 00:00:00,
492,329,1,active,monthly,2023-08-08,,0.0,0,,
493,330,1,active,monthly,2024-08-19,,0.0,0,,
494,331,4,active,monthly,2025-04-07,,39.0,0,2025-04-21 00:00:00,
495,332,1,cancelled,monthly,2024-06-20,,0.0,0,,Not using it
496,333,2,cancelled,monthly,2024-05-02,2025-02-24,10.8,10,2024-05-16 00:00:00,Not using it
497,333,1,active,monthly,2025-02-24,,0.0,10,,
498,334,4,cancelled,annual,2024-09-22,2025-07-29,32.5,0,2024-10-06 00:00:00,Too expensive
499,334,4,active,annual,2025-07-29,,32.5,0,,
500,335,5,cancelled,monthly,2024-08-31,2024-12-26,53.1,10,2024-09-14 00:00:00,Company reorganization
501,335,5,active,annual,2024-12-26,,49.17,0,,
502,336,6,active,monthly,2023-06-09,,99.0,0,2023-06-23 00:00:00,
503,337,3,active,annual,2023-12-06,,15.83,0,2023-12-20 00:00:00,
504,338,6,cancelled,annual,2023-06-24,,70.12,15,2023-07-08 00:00:00,Switched competitor
505,339,2,expired,annual,2023-01-20,2023-08-05,10.0,0,2023-02-03 00:00:00,
506,339,3,active,monthly,2023-08-05,,16.15,15,,
507,340,1,active,monthly,2024-07-28,,0.0,0,,
508,341,2,active,annual,2023-03-05,,10.0,0,2023-03-19 00:00:00,
509,342,2,expired,monthly,2024-08-09,2025-01-06,10.8,10,2024-08-23 00:00:00,
510,342,2,cancelled,annual,2025-01-06,,10.0,0,,Budget cuts
511,343,1,active,annual,2024-03-16,,0.0,0,,
512,344,1,paused,monthly,2025-02-22,,0.0,10,,
513,345,4,active,monthly,2023-08-25,,39.0,0,2023-09-08 00:00:00,
514,346,1,cancelled,annual,2023-05-21,,0.0,0,,Company reorganization
515,347,4,active,monthly,2023-11-29,,39.0,0,2023-12-13 00:00:00,
516,348,1,active,annual,2024-04-07,,0.0,0,,
517,349,4,expired,monthly,2024-02-12,2024-12-23,39.0,0,2024-02-26 00:00:00,Switched competitor
518,349,6,active,monthly,2024-12-23,,99.0,0,,
519,350,1,cancelled,annual,2023-04-26,2024-04-07,0.0,0,,Missing features
520,350,4,cancelled,monthly,2024-04-07,,39.0,0,,Switched competitor
521,351,1,expired,monthly,2023-05-07,2023-09-04,0.0,0,,Budget cuts
522,351,2,cancelled,annual,2023-09-04,,10.0,0,,Not using it
523,352,1,cancelled,monthly,2025-06-02,,0.0,0,,Missing features
524,353,1,active,annual,2025-02-22,,0.0,0,,
525,354,3,active,monthly,2024-07-24,,19.0,0,2024-08-07 00:00:00,
526,355,3,active,monthly,2023-06-15,,19.0,0,2023-06-29 00:00:00,
527,356,5,active,monthly,2025-05-13,,59.0,0,2025-05-27 00:00:00,
528,357,1,active,monthly,2024-05-10,,0.0,10,,
529,358,4,active,monthly,2024-10-09,,39.0,0,2024-10-23 00:00:00,
530,359,2,active,annual,2024-02-29,,10.0,0,2024-03-14 00:00:00,
531,360,4,expired,annual,2023-12-16,2024-02-22,32.5,0,2023-12-30 00:00:00,Switched competitor
532,360,6,active,annual,2024-02-22,,82.5,0,,
533,361,4,active,annual,2025-07-02,,32.5,0,2025-07-16 00:00:00,
534,362,3,active,annual,2025-06-28,,15.83,0,2025-07-12 00:00:00,
535,363,2,active,monthly,2023-11-19,,12.0,0,2023-12-03 00:00:00,
536,364,4,expired,annual,2023-12-15,2024-04-30,32.5,0,2023-12-29 00:00:00,Switched competitor
537,364,2,expired,monthly,2024-04-30,2024-12-24,12.0,0,,Budget cuts
538,364,4,active,monthly,2024-12-24,,39.0,0,,
539,365,2,active,annual,2023-11-15,,10.0,0,2023-11-29 00:00:00,
540,366,1,cancelled,annual,2023-07-17,2024-05-03,0.0,0,,Switched competitor
541,366,5,cancelled,monthly,2024-05-03,2025-02-08,59.0,0,,Missing features
542,366,2,active,monthly,2025-02-08,,12.0,0,,
543,367,4,cancelled,monthly,2024-12-22,2025-07-26,35.1,10,2025-01-05 00:00:00,Not using it
544,367,1,active,annual,2025-07-26,,0.0,0,,
545,368,3,active,monthly,2023-07-03,,19.0,0,2023-07-17 00:00:00,
546,369,2,active,monthly,2023-11-14,,12.0,0,2023-11-28 00:00:00,
547,370,2,cancelled,monthly,2024-05-01,,12.0,0,2024-05-15 00:00:00,Missing features
548,371,1,active,annual,2025-03-22,,0.0,0,,
549,372,4,active,annual,2023-12-17,,32.5,0,2023-12-31 00:00:00,
550,373,6,active,monthly,2025-09-05,,99.0,0,2025-09-19 00:00:00,
551,374,1,cancelled,monthly,2024-11-07,,0.0,10,,Missing features
552,375,1,expired,monthly,2024-02-18,2025-01-22,0.0,0,,Not using it
553,375,6,cancelled,monthly,2025-01-22,2025-06-17,99.0,0,,Switched competitor
554,375,5,active,annual,2025-06-17,,44.25,10,,
555,376,1,active,monthly,2024-12-20,,0.0,0,,
556,377,2,active,monthly,2023-06-07,,10.8,10,2023-06-21 00:00:00,
557,378,3,cancelled,monthly,2025-07-04,2025-09-16,19.0,0,2025-07-18 00:00:00,Budget cuts
558,378,5,active,annual,2025-09-16,,49.17,0,,
559,379,6,active,monthly,2023-10-03,,84.15,15,2023-10-17 00:00:00,
560,380,1,cancelled,monthly,2023-03-22,2023-09-08,0.0,0,,Switched competitor
561,380,5,expired,monthly,2023-09-08,2024-01-01,59.0,0,,Switched competitor
562,380,3,active,monthly,2024-01-01,,19.0,0,,
563,381,1,active,annual,2024-07-01,,0.0,0,,
564,382,1,cancelled,annual,2024-08-09,2025-06-13,0.0,20,,Not using it
565,382,1,cancelled,monthly,2025-06-13,2025-10-30,0.0,0,,Too expensive
566,382,5,cancelled,monthly,2025-10-30,,53.1,10,,Company reorganization
567,383,3,active,annual,2023-04-25,,12.67,20,2023-05-09 00:00:00,
568,384,5,cancelled,monthly,2023-03-28,2023-09-19,59.0,0,2023-04-11 00:00:00,Not using it
569,384,7,active,annual,2023-09-19,,165.83,0,,
570,385,5,expired,annual,2023-09-28,2024-05-18,49.17,0,2023-10-12 00:00:00,Missing features
571,385,2,cancelled,annual,2024-05-18,2024-10-29,10.0,0,,Switched competitor
572,385,6,active,monthly,2024-10-29,,99.0,0,,
573,386,3,cancelled,monthly,2024-03-21,,19.0,0,2024-04-04 00:00:00,Missing features
574,387,1,expired,monthly,2024-08-21,2025-06-11,0.0,0,,Too expensive
575,387,6,active,monthly,2025-06-11,,99.0,0,,
576,388,1,cancelled,monthly,2024-06-21,,0.0,0,,Budget cuts
577,389,1,cancelled,monthly,2024-09-11,,0.0,0,,Too expensive
578,390,2,expired,annual,2025-03-10,2025-07-17,10.0,0,2025-03-24 00:00:00,Too expensive
579,390,2,cancelled,monthly,2025-07-17,2025-10-18,12.0,0,,Switched competitor
580,390,4,cancelled,annual,2025-10-18,,32.5,0,,Missing features
581,391,6,expired,monthly,2023-08-12,2024-01-28,99.0,0,2023-08-26 00:00:00,
582,391,5,active,monthly,2024-01-28,,59.0,0,,
583,392,1,expired,annual,2023-09-30,2024-06-10,0.0,0,,
584,392,4,cancelled,monthly,2024-06-10,,39.0,0,,
585,393,1,active,annual,2024-07-02,,0.0,0,,
586,394,1,expired,annual,2023-06-30,2023-11-29,0.0,0,,
587,394,4,active,monthly,2023-11-29,,39.0,0,,
588,395,1,expired,monthly,2023-07-17,2023-10-27,0.0,0,,Budget cuts
589,395,1,cancelled,annual,2023-10-27,2024-01-08,0.0,0,,Too expensive
590,395,6,cancelled,monthly,2024-01-08,,89.1,10,,Missing features
591,396,4,active,annual,2024-11-25,,32.5,0,2024-12-09 00:00:00,
592,397,1,cancelled,annual,2024-10-09,2025-07-26,0.0,0,,Too expensive
593,397,5,expired,annual,2025-07-26,2025-10-06,44.25,10,,Not using it
594,397,4,cancelled,annual,2025-10-06,,32.5,0,,Missing features
595,398,2,active,annual,2023-11-26,,10.0,0,2023-12-10 00:00:00,
596,399,1,active,monthly,2025-08-05,,0.0,0,,
597,400,5,active,monthly,2025-03-22,,59.0,0,2025-04-05 00:00:00,
598,401,3,active,annual,2024-10-04,,15.83,0,2024-10-18 00:00:00,
599,402,3,active,annual,2024-11-06,,15.83,0,2024-11-20 00:00:00,
600,403,6,cancelled,annual,2025-04-04,2025-07-01,82.5,0,2025-04-18 00:00:00,
601,403,6,expired,annual,2025-07-01,2025-09-26,82.5,0,,Budget cuts
602,403,4,active,monthly,2025-09-26,,39.0,0,,
603,404,3,cancelled,monthly,2024-11-24,2025-04-11,19.0,0,2024-12-08 00:00:00,Budget cuts
604,404,2,active,annual,2025-04-11,,10.0,0,,
605,405,1,paused,monthly,2025-08-08,,0.0,25,,
606,406,5,cancelled,monthly,2024-04-21,2024-08-07,59.0,0,2024-05-05 00:00:00,Not using it
607,406,5,active,monthly,2024-08-07,,59.0,0,,
608,407,3,active,monthly,2023-08-10,,17.1,10,2023-08-24 00:00:00,
609,408,3,active,monthly,2025-07-24,,19.0,0,2025-08-07 00:00:00,
610,409,1,cancelled,annual,2023-09-04,,0.0,0,,Too expensive
611,410,2,active,annual,2025-02-04,,9.0,10,2025-02-18 00:00:00,
612,411,2,cancelled,annual,2024-12-08,2025-02-26,10.0,0,2024-12-22 00:00:00,
613,411,3,active,monthly,2025-02-26,,19.0,0,,
614,412,4,active,monthly,2025-07-20,,39.0,0,2025-08-03 00:00:00,
615,413,1,cancelled,monthly,2023-12-09,2024-03-12,0.0,0,,
616,413,5,active,monthly,2024-03-12,,59.0,0,,
617,414,2,cancelled,annual,2025-04-29,,10.0,0,2025-05-13 00:00:00,Too expensive
618,415,4,cancelled,monthly,2025-09-06,,39.0,0,2025-09-20 00:00:00,Not using it
619,416,6,expired,monthly,2024-10-22,2025-10-11,99.0,0,2024-11-05 00:00:00,Company reorganization
620,416,4,expired,annual,2025-10-11,2025-12-11,32.5,0,,Not using it
621,416,4,cancelled,annual,2025-12-11,,32.5,0,,Switched competitor
622,417,2,cancelled,monthly,2023-11-08,2024-05-11,12.0,0,2023-11-22 00:00:00,Company reorganization
623,417,3,expired,monthly,2024-05-11,2025-03-06,19.0,0,,Not using it
624,417,4,active,monthly,2025-03-06,,39.0,0,,
625,418,3,cancelled,annual,2023-04-30,,12.67,20,2023-05-14 00:00:00,Too expensive
626,419,1,active,monthly,2025-08-08,,0.0,0,,
627,420,1,active,annual,2025-01-19,,0.0,0,,
628,421,3,active,monthly,2023-08-16,,19.0,0,2023-08-30 00:00:00,
629,422,1,cancelled,annual,2025-08-24,,0.0,20,,Not using it
630,423,3,expired,annual,2023-10-23,2024-01-13,15.83,0,2023-11-06 00:00:00,Budget cuts
631,423,2,expired,annual,2024-01-13,2024-05-02,10.0,0,,Company reorganization
632,423,7,cancelled,annual,2024-05-02,,165.83,0,,Too expensive
633,424,4,expired,annual,2023-04-01,2023-09-23,32.5,0,2023-04-15 00:00:00,Not using it
634,424,5,cancelled,annual,2023-09-23,,44.25,10,,Missing features
635,425,6,active,monthly,2025-01-27,,99.0,0,2025-02-10 00:00:00,
636,426,2,active,annual,2025-02-22,,10.0,0,2025-03-08 00:00:00,
637,427,3,cancelled,annual,2023-09-23,,15.83,0,2023-10-07 00:00:00,Missing features
638,428,2,cancelled,monthly,2024-10-05,2025-06-18,10.2,15,2024-10-19 00:00:00,Company reorganization
639,428,6,cancelled,annual,2025-06-18,,82.5,0,,Too expensive
640,429,2,active,annual,2024-06-14,,10.0,0,2024-06-28 00:00:00,
641,430,2,active,monthly,2024-12-30,,12.0,0,2025-01-13 00:00:00,
642,431,3,active,annual,2025-06-30,,15.83,0,2025-07-14 00:00:00,
643,432,2,active,annual,2024-03-11,,9.0,10,2024-03-25 00:00:00,
644,433,1,expired,annual,2025-07-19,2025-09-23,0.0,0,,
645,433,3,cancelled,monthly,2025-09-23,2025-11-22,19.0,0,,
646,433,5,active,monthly,2025-11-22,,59.0,0,,
647,434,6,active,annual,2023-06-14,,82.5,0,2023-06-28 00:00:00,
648,435,3,cancelled,monthly,2025-01-12,,19.0,0,2025-01-26 00:00:00,Not using it
649,436,1,cancelled,annual,2023-11-18,,0.0,0,,Missing features
650,437,1,active,monthly,2024-02-22,,0.0,0,,
651,438,1,expired,annual,2023-03-29,2023-10-28,0.0,0,,Budget cuts
652,438,2,cancelled,monthly,2023-10-28,,9.0,25,,
653,439,3,expired,annual,2025-02-23,2025-08-23,15.83,0,2025-03-09 00:00:00,Budget cuts
654,439,4,active,monthly,2025-08-23,,39.0,0,,
655,440,6,expired,annual,2023-08-25,2024-08-16,82.5,0,2023-09-08 00:00:00,Too expensive
656,440,5,cancelled,annual,2024-08-16,2025-05-06,49.17,0,,Budget cuts
657,440,7,active,monthly,2025-05-06,,199.0,0,,
658,441,1,active,monthly,2025-03-22,,0.0,10,,
659,442,4,active,monthly,2024-07-24,,39.0,0,2024-08-07 00:00:00,
660,443,2,active,annual,2024-05-02,,8.5,15,2024-05-16 00:00:00,
661,444,4,expired,annual,2024-08-20,2025-06-10,32.5,0,2024-09-03 00:00:00,Switched competitor
662,444,1,cancelled,monthly,2025-06-10,,0.0,0,,Company reorganization
663,445,1,cancelled,monthly,2023-06-23,2023-11-12,0.0,0,,Too expensive
664,445,7,cancelled,monthly,2023-11-12,,199.0,0,,Too expensive
665,446,2,cancelled,monthly,2024-11-22,2025-06-27,10.2,15,2024-12-06 00:00:00,
666,446,1,active,monthly,2025-06-27,,0.0,0,,
667,447,2,active,monthly,2024-02-16,,12.0,0,2024-03-01 00:00:00,
668,448,2,active,annual,2023-11-04,,10.0,0,2023-11-18 00:00:00,
669,449,2,cancelled,annual,2023-08-07,2023-12-17,10.0,0,2023-08-21 00:00:00,Too expensive
670,449,1,active,annual,2023-12-17,,0.0,0,,
671,450,2,cancelled,annual,2023-09-04,,8.5,15,2023-09-18 00:00:00,Not using it
672,451,1,cancelled,monthly,2023-07-16,,0.0,0,,Too expensive
673,452,3,expired,monthly,2023-02-26,2023-12-12,15.2,20,2023-03-12 00:00:00,Budget cuts
674,452,4,cancelled,monthly,2023-12-12,2024-03-28,31.2,20,,Budget cuts
675,452,1,active,monthly,2024-03-28,,0.0,20,,
676,453,3,expired,monthly,2025-08-13,2025-10-23,19.0,0,2025-08-27 00:00:00,Budget cuts
677,453,6,cancelled,annual,2025-10-23,2025-12-23,82.5,0,,Switched competitor
678,453,5,cancelled,monthly,2025-12-23,,59.0,0,,Company reorganization
679,454,6,cancelled,monthly,2023-04-20,2024-03-04,99.0,0,2023-05-04 00:00:00,Company reorganization
680,454,1,cancelled,monthly,2024-03-04,,0.0,0,,Budget cuts
681,455,4,active,annual,2023-01-22,,32.5,0,2023-02-05 00:00:00,
682,456,1,cancelled,monthly,2024-12-02,,0.0,0,,Too expensive
683,457,1,active,annual,2023-10-08,,0.0,0,,
684,458,2,active,monthly,2025-01-16,,12.0,0,2025-01-30 00:00:00,
685,459,6,active,annual,2023-11-09,,82.5,0,2023-11-23 00:00:00,
686,460,2,expired,monthly,2025-03-29,2025-10-20,12.0,0,2025-04-12 00:00:00,Too expensive
687,460,4,active,annual,2025-10-20,,32.5,0,,
688,461,5,active,monthly,2024-09-24,,59.0,0,2024-10-08 00:00:00,
689,462,3,active,annual,2025-06-01,,15.83,0,2025-06-15 00:00:00,
690,463,2,active,annual,2025-09-26,,10.0,0,2025-10-10 00:00:00,
691,464,4,active,monthly,2023-04-08,,39.0,0,2023-04-22 00:00:00,
692,465,3,expired,annual,2025-07-02,2025-10-24,11.88,25,2025-07-16 00:00:00,
693,465,6,active,monthly,2025-10-24,,99.0,0,,
694,466,3,active,monthly,2025-05-04,,19.0,0,2025-05-18 00:00:00,
695,467,2,active,monthly,2025-08-03,,12.0,0,2025-08-17 00:00:00,
696,468,4,active,monthly,2025-05-16,,39.0,0,2025-05-30 00:00:00,
697,469,2,cancelled,monthly,2024-08-07,2024-11-15,12.0,0,2024-08-21 00:00:00,Company reorganization
698,469,5,cancelled,annual,2024-11-15,,49.17,0,,Budget cuts
699,470,1,active,annual,2025-09-05,,0.0,0,,
700,471,2,active,monthly,2023-10-17,,12.0,0,2023-10-31 00:00:00,
701,472,4,active,annual,2025-09-04,,26.0,20,2025-09-18 00:00:00,
702,473,3,active,monthly,2024-02-02,,19.0,0,2024-02-16 00:00:00,
703,474,2,active,annual,2024-06-23,,10.0,0,2024-07-07 00:00:00,
704,475,1,cancelled,monthly,2024-06-06,2025-01-19,0.0,10,,Budget cuts
705,475,5,paused,annual,2025-01-19,,49.17,0,,
706,476,2,cancelled,monthly,2023-02-16,,12.0,0,2023-03-02 00:00:00,Budget cuts
707,477,2,active,monthly,2024-05-03,,12.0,0,2024-05-17 00:00:00,
708,478,2,cancelled,monthly,2023-01-15,,12.0,0,2023-01-29 00:00:00,Not using it
709,479,5,expired,annual,2024-04-19,2024-12-02,49.17,0,2024-05-03 00:00:00,Budget cuts
710,479,7,cancelled,monthly,2024-12-02,,199.0,0,,Switched competitor
711,480,6,active,monthly,2024-09-02,,99.0,0,2024-09-16 00:00:00,
712,481,5,cancelled,monthly,2024-03-08,2024-09-30,59.0,0,2024-03-22 00:00:00,Company reorganization
713,481,4,cancelled,monthly,2024-09-30,2025-02-07,33.15,15,,Budget cuts
714,481,6,active,monthly,2025-02-07,,99.0,0,,
715,482,1,cancelled,monthly,2024-03-24,2024-08-15,0.0,0,,Not using it
716,482,4,active,monthly,2024-08-15,,39.0,0,,
717,483,1,cancelled,monthly,2023-10-17,2024-05-03,0.0,0,,Too expensive
718,483,5,expired,monthly,2024-05-03,2025-05-03,59.0,0,,Missing features
719,483,5,active,monthly,2025-05-03,,59.0,0,,
720,484,1,expired,monthly,2023-06-28,2023-10-21,0.0,0,,Company reorganization
721,484,6,cancelled,monthly,2023-10-21,2024-03-24,89.1,10,,Company reorganization
722,484,3,active,annual,2024-03-24,,15.83,0,,
723,485,3,expired,monthly,2025-02-27,2025-10-12,19.0,0,2025-03-13 00:00:00,Too expensive
724,485,5,active,annual,2025-10-12,,49.17,0,,
725,486,6,cancelled,annual,2025-05-28,2025-08-08,82.5,0,2025-06-11 00:00:00,
726,486,6,active,monthly,2025-08-08,,99.0,0,,
727,487,3,cancelled,annual,2023-04-12,,15.83,0,2023-04-26 00:00:00,Company reorganization
728,488,1,active,monthly,2023-09-30,,0.0,0,,
729,489,1,active,annual,2024-06-12,,0.0,15,,
