customer_id,member_id,survey_date,nps_score,category,feedback,survey_channel,response_time_hours
937,579,,8,passive,"Some features feel half-baked, like time tracking.",sms,
1193,5255,,5,detractor,The interface is confusing and hard to navigate.,sms,27.2
799,5721,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
247,3766,,9,promoter,The Gantt charts are exactly what we needed.,email,48.3
822,2144,,10,promoter,Best project management tool we've used. Highly recommend.,sms,
315,6309,,1,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
528,7354,,10,promoter,Best project management tool we've used. Highly recommend.,,26.4
40,4844,,2,detractor,Mobile app crashes constantly on Android.,,
739,7366,,8,passive,Would be better with better export options.,,71.7
890,2729,,7,passive,"OK for basic project management, nothing special.",email,
137,8321,,8,passive,,email,
1102,4937,,8,passive,,,5.4
977,6761,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
1128,1560,,4,detractor,Switched from competitor and regret it honestly.,in_app,67.1
263,5948,,8,passive,,,
1066,643,,6,detractor,Switched from competitor and regret it honestly.,,28.0
843,4938,,5,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
47,4057,,7,passive,"Some features feel half-baked, like time tracking.",sms,
904,1308,,7,passive,Solid tool but UI could be more intuitive.,in_app,12.7
724,551,,6,detractor,Switched from competitor and regret it honestly.,,43.3
675,3553,,9,promoter,The API is well-documented and easy to integrate with.,,
320,5747,,6,detractor,Lost data after an update. Very disappointed.,sms,25.7
252,8330,,8,passive,Would be better with better export options.,email,
661,7621,,5,detractor,Way too expensive for what it offers.,,
625,8119,,8,passive,"OK for basic project management, nothing special.",email,19.4
537,1173,,8,passive,"Some features feel half-baked, like time tracking.",,40.3
718,8090,,8,passive,,,
159,5656,,7,passive,Good product but could use more integrations.,,
810,1303,,6,detractor,Mobile app crashes constantly on Android.,in_app,
287,7101,,8,passive,"Decent, but the pricing is a bit high for what you get.",,19.0
1072,1728,,7,passive,Would be better with better export options.,,
424,7945,,8,passive,,in_app,
810,2184,,6,detractor,Bugs everywhere. Feels like we're beta testing.,email,
820,118,,8,passive,"OK for basic project management, nothing special.",email,
707,614,,5,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
826,7987,,10,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,
14,4951,,7,passive,Gets the job done but competitor X has better reporting.,sms,
628,3813,,5,detractor,"Too slow, especially with large projects.",,43.3
410,1088,,9,promoter,Best project management tool we've used. Highly recommend.,,
690,4103,,8,passive,Gets the job done but competitor X has better reporting.,sms,26.8
595,725,,0,detractor,The interface is confusing and hard to navigate.,email,
918,1361,,10,promoter,Best project management tool we've used. Highly recommend.,in_app,
127,1246,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
302,6872,,4,detractor,Way too expensive for what it offers.,,
840,5212,,7,passive,Good product but could use more integrations.,,
296,3878,,6,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
292,356,,3,detractor,Lost data after an update. Very disappointed.,email,
372,3506,,8,passive,"OK for basic project management, nothing special.",,
6,4632,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
856,3868,,8,passive,Solid tool but UI could be more intuitive.,,14.5
589,708,,7,passive,Works fine but the mobile app needs improvement.,email,
748,8446,,9,promoter,Reporting features give us exactly the insights we need.,,
60,8133,,10,promoter,Best project management tool we've used. Highly recommend.,in_app,
217,6446,,8,passive,,email,
756,6435,,8,passive,Works fine but the mobile app needs improvement.,sms,
767,6633,,8,passive,,,62.7
941,7880,,10,promoter,Reporting features give us exactly the insights we need.,,
767,2576,,5,detractor,Support takes forever to respond to tickets.,email,
136,1811,,9,promoter,Love the AI task suggestions! Saves us hours every week.,email,
193,1221,,8,passive,Would be better with better export options.,,
718,5601,,5,detractor,Integration with our tools doesn't work properly.,email,
972,3193,,6,detractor,Lost data after an update. Very disappointed.,email,14.2
547,6502,,10,promoter,The API is well-documented and easy to integrate with.,,
392,5692,,10,promoter,Best project management tool we've used. Highly recommend.,,
472,4253,,10,promoter,Reporting features give us exactly the insights we need.,email,
882,5719,,8,passive,Good product but could use more integrations.,,
310,4724,,8,passive,Good product but could use more integrations.,,
506,3024,,6,detractor,The interface is confusing and hard to navigate.,in_app,
1120,5124,,10,promoter,"Great product, easy to use. Team adopted it quickly.",sms,44.5
11,572,,3,detractor,"Too slow, especially with large projects.",,70.3
225,7968,,9,promoter,Custom workflows are a game changer for our process.,,
372,3878,,7,passive,Solid tool but UI could be more intuitive.,,
1026,3361,,6,detractor,Bugs everywhere. Feels like we're beta testing.,,
1114,5279,,0,detractor,Mobile app crashes constantly on Android.,email,
101,6433,,7,passive,Good product but could use more integrations.,email,66.4
923,74,,7,passive,Would be better with better export options.,sms,
208,743,,7,passive,"OK for basic project management, nothing special.",,47.6
524,986,,7,passive,"OK for basic project management, nothing special.",sms,
809,4036,,9,promoter,Love the AI task suggestions! Saves us hours every week.,,28.1
419,4886,,7,passive,"Decent, but the pricing is a bit high for what you get.",,
730,2944,,9,promoter,The API is well-documented and easy to integrate with.,sms,31.4
117,7421,,7,passive,,,44.8
206,1779,,8,passive,Gets the job done but competitor X has better reporting.,,5.1
1128,532,,7,passive,Would be better with better export options.,in_app,
1148,3438,,8,passive,"Some features feel half-baked, like time tracking.",in_app,
483,773,,6,detractor,The interface is confusing and hard to navigate.,sms,
234,2873,,8,passive,,,58.2
813,7608,,2,detractor,The interface is confusing and hard to navigate.,,
758,5200,,8,passive,Solid tool but UI could be more intuitive.,in_app,
32,5074,,7,passive,,sms,48.1
256,4936,,0,detractor,Switched from competitor and regret it honestly.,email,
40,1406,,7,passive,Good product but could use more integrations.,sms,
332,3700,,8,passive,Would be better with better export options.,in_app,
143,5168,,5,detractor,Admin settings are a nightmare to configure.,,
872,1632,,3,detractor,Switched from competitor and regret it honestly.,,69.6
471,990,,2,detractor,Way too expensive for what it offers.,email,
774,7681,,6,detractor,Integration with our tools doesn't work properly.,in_app,
769,3006,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,50.7
743,6084,,6,detractor,Mobile app crashes constantly on Android.,,8.6
578,1525,,7,passive,"OK for basic project management, nothing special.",email,
1068,1699,,6,detractor,"Too slow, especially with large projects.",,
1118,5004,,8,passive,,,
241,7058,,8,passive,,sms,
609,5954,,8,passive,"OK for basic project management, nothing special.",email,10.6
938,5771,,1,detractor,The interface is confusing and hard to navigate.,sms,64.1
797,4415,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
404,6748,,9,promoter,Custom workflows are a game changer for our process.,in_app,
870,4716,,5,detractor,Integration with our tools doesn't work properly.,,
923,1353,,6,detractor,Way too expensive for what it offers.,,
1199,4844,,2,detractor,Switched from competitor and regret it honestly.,sms,
551,951,,10,promoter,The Gantt charts are exactly what we needed.,,
700,3268,,9,promoter,Custom workflows are a game changer for our process.,sms,
569,5842,,9,promoter,"Mobile app works great, can manage tasks on the go.",,
124,1839,,6,detractor,Bugs everywhere. Feels like we're beta testing.,email,71.1
571,7109,,8,passive,,,28.3
151,6582,,6,detractor,Lost data after an update. Very disappointed.,in_app,69.8
294,6136,,9,promoter,Custom workflows are a game changer for our process.,sms,
758,3109,,7,passive,"Some features feel half-baked, like time tracking.",,
1046,5287,,7,passive,"Decent, but the pricing is a bit high for what you get.",in_app,
846,3117,,5,detractor,Lost data after an update. Very disappointed.,sms,
1081,5860,,7,passive,Good product but could use more integrations.,,
1047,4648,,5,detractor,Admin settings are a nightmare to configure.,in_app,
830,6286,,8,passive,,,
1112,6768,,9,promoter,"Onboarding was smooth, team was productive within a day.",sms,
1019,6427,,5,detractor,Integration with our tools doesn't work properly.,email,
1112,8190,,8,passive,Works fine but the mobile app needs improvement.,,28.1
1128,3419,,8,passive,"Some features feel half-baked, like time tracking.",,
1122,3049,,8,passive,Solid tool but UI could be more intuitive.,,
857,8493,,1,detractor,Support takes forever to respond to tickets.,,
549,5450,,8,passive,Would be better with better export options.,,
7,6527,,7,passive,Gets the job done but competitor X has better reporting.,sms,
578,474,,6,detractor,The interface is confusing and hard to navigate.,,
380,6711,,9,promoter,Best project management tool we've used. Highly recommend.,,
1006,910,,10,promoter,Best project management tool we've used. Highly recommend.,email,
636,3732,,8,passive,"Some features feel half-baked, like time tracking.",sms,
186,1393,,4,detractor,Integration with our tools doesn't work properly.,,
582,4063,,7,passive,Gets the job done but competitor X has better reporting.,,2.1
746,415,,10,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,
67,4551,,7,passive,Gets the job done but competitor X has better reporting.,,
183,5253,,9,promoter,Best project management tool we've used. Highly recommend.,,29.1
645,7621,,8,passive,Works fine but the mobile app needs improvement.,email,
1056,2749,,5,detractor,Bugs everywhere. Feels like we're beta testing.,,
596,1769,,7,passive,Solid tool but UI could be more intuitive.,,56.7
1088,7505,,9,promoter,Reporting features give us exactly the insights we need.,,
991,3782,,9,promoter,The API is well-documented and easy to integrate with.,sms,19.2
183,7463,,10,promoter,The Gantt charts are exactly what we needed.,email,
176,6609,,6,detractor,Admin settings are a nightmare to configure.,sms,27.6
106,4559,,6,detractor,Integration with our tools doesn't work properly.,sms,22.2
517,302,,4,detractor,The interface is confusing and hard to navigate.,sms,
614,7722,,2,detractor,Integration with our tools doesn't work properly.,in_app,
475,5206,,8,passive,Would be better with better export options.,email,
943,4470,,7,passive,"Some features feel half-baked, like time tracking.",,36.7
386,5091,,6,detractor,Bugs everywhere. Feels like we're beta testing.,,33.5
205,1128,,9,promoter,Best project management tool we've used. Highly recommend.,email,
617,4752,,9,promoter,Support team is incredibly responsive and helpful.,,
944,570,,7,passive,Would be better with better export options.,sms,
384,5665,,7,passive,Good product but could use more integrations.,email,10.6
511,4457,,7,passive,Would be better with better export options.,in_app,
745,2773,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,46.7
328,2262,,0,detractor,Lost data after an update. Very disappointed.,,
1155,3080,,6,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
327,8133,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,
403,5467,,9,promoter,Reporting features give us exactly the insights we need.,in_app,
781,7620,,7,passive,Solid tool but UI could be more intuitive.,sms,
636,8223,,8,passive,Solid tool but UI could be more intuitive.,email,59.2
1129,8124,,3,detractor,Switched from competitor and regret it honestly.,in_app,
175,4983,,6,detractor,Switched from competitor and regret it honestly.,sms,
62,411,,8,passive,,,
508,7019,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
124,1378,,6,detractor,Lost data after an update. Very disappointed.,,
260,3235,,0,detractor,Bugs everywhere. Feels like we're beta testing.,,
758,3714,,10,promoter,Love the AI task suggestions! Saves us hours every week.,in_app,
693,2683,,5,detractor,"Too slow, especially with large projects.",,
493,2084,,7,passive,Gets the job done but competitor X has better reporting.,,
376,8226,,8,passive,"OK for basic project management, nothing special.",,
258,3811,,8,passive,"Some features feel half-baked, like time tracking.",,
1201,605,,9,promoter,The Gantt charts are exactly what we needed.,,
1173,395,,6,detractor,Way too expensive for what it offers.,in_app,
1101,7438,,5,detractor,Bugs everywhere. Feels like we're beta testing.,in_app,69.8
250,2020,,10,promoter,Support team is incredibly responsive and helpful.,in_app,
904,5206,,9,promoter,Support team is incredibly responsive and helpful.,,
55,3937,,8,passive,,,
349,619,,10,promoter,The API is well-documented and easy to integrate with.,,
440,179,,9,promoter,The API is well-documented and easy to integrate with.,,
665,2534,,6,detractor,Admin settings are a nightmare to configure.,sms,
245,7214,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,50.8
1176,2684,,8,passive,,in_app,69.5
1013,5065,,3,detractor,"Too slow, especially with large projects.",,69.2
510,7858,,7,passive,Works fine but the mobile app needs improvement.,,32.1
197,5286,,6,detractor,Lost data after an update. Very disappointed.,,
316,2562,,7,passive,Would be better with better export options.,email,
858,8150,,10,promoter,The API is well-documented and easy to integrate with.,,69.6
1195,891,,10,promoter,Support team is incredibly responsive and helpful.,,
53,4276,,7,passive,Solid tool but UI could be more intuitive.,,34.2
425,1068,,9,promoter,The Gantt charts are exactly what we needed.,,68.8
497,4549,,5,detractor,Integration with our tools doesn't work properly.,,
450,159,,6,detractor,Support takes forever to respond to tickets.,sms,
630,1676,,7,passive,"Some features feel half-baked, like time tracking.",in_app,
1154,2410,,7,passive,,sms,7.3
388,6835,,7,passive,,,
572,4344,,7,passive,,email,14.2
932,2252,,6,detractor,Lost data after an update. Very disappointed.,in_app,
182,5223,,7,passive,,,
143,1615,,9,promoter,"Mobile app works great, can manage tasks on the go.",,
470,2563,,10,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,
323,1855,,7,passive,Solid tool but UI could be more intuitive.,,
579,7994,,7,passive,Solid tool but UI could be more intuitive.,,
870,2492,,7,passive,"Decent, but the pricing is a bit high for what you get.",,58.6
879,8066,,7,passive,Solid tool but UI could be more intuitive.,email,
121,7853,,3,detractor,Admin settings are a nightmare to configure.,sms,2.4
568,6037,,9,promoter,"Mobile app works great, can manage tasks on the go.",email,
518,6849,,5,detractor,Way too expensive for what it offers.,,10.0
929,1952,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
686,5869,,7,passive,Gets the job done but competitor X has better reporting.,email,
736,2972,,8,passive,Works fine but the mobile app needs improvement.,,
29,1450,,6,detractor,"Too slow, especially with large projects.",in_app,
1106,7255,,8,passive,"OK for basic project management, nothing special.",,
145,2421,,9,promoter,"Mobile app works great, can manage tasks on the go.",email,
77,3148,,2,detractor,Switched from competitor and regret it honestly.,,
752,2450,,9,promoter,"Onboarding was smooth, team was productive within a day.",email,7.2
771,1371,,9,promoter,The API is well-documented and easy to integrate with.,,
696,3190,,7,passive,"Decent, but the pricing is a bit high for what you get.",email,21.5
338,6460,,6,detractor,"Too slow, especially with large projects.",,21.6
185,8163,,10,promoter,Reporting features give us exactly the insights we need.,,31.0
699,3797,,7,passive,"OK for basic project management, nothing special.",,
597,6141,,5,detractor,Admin settings are a nightmare to configure.,email,
16,4318,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,25.3
233,4436,,5,detractor,Mobile app crashes constantly on Android.,,
333,304,,7,passive,"Decent, but the pricing is a bit high for what you get.",sms,
875,1707,,7,passive,Solid tool but UI could be more intuitive.,email,3.7
275,6409,,7,passive,"Some features feel half-baked, like time tracking.",sms,40.8
772,2235,,5,detractor,Integration with our tools doesn't work properly.,,68.4
758,7984,,10,promoter,"Onboarding was smooth, team was productive within a day.",,16.7
554,1629,,8,passive,Solid tool but UI could be more intuitive.,email,
500,2097,,8,passive,"OK for basic project management, nothing special.",,55.0
253,5500,,8,passive,"OK for basic project management, nothing special.",in_app,
9,3037,,8,passive,,,
208,5572,,8,passive,,email,62.9
952,3428,,7,passive,Good product but could use more integrations.,in_app,
56,5755,,8,passive,Would be better with better export options.,,56.6
828,26,,9,promoter,"Onboarding was smooth, team was productive within a day.",,35.8
504,6580,,8,passive,Good product but could use more integrations.,sms,
1129,4297,,6,detractor,Switched from competitor and regret it honestly.,in_app,30.3
312,2126,,4,detractor,Lost data after an update. Very disappointed.,sms,
669,1557,,8,passive,Solid tool but UI could be more intuitive.,in_app,69.5
736,5345,,4,detractor,Lost data after an update. Very disappointed.,in_app,
1142,5975,,5,detractor,Support takes forever to respond to tickets.,,
889,1062,,10,promoter,Best project management tool we've used. Highly recommend.,email,
10,5788,,8,passive,Good product but could use more integrations.,,
796,1958,,9,promoter,"Mobile app works great, can manage tasks on the go.",in_app,71.5
824,7956,,8,passive,"Some features feel half-baked, like time tracking.",in_app,
324,2975,,8,passive,Solid tool but UI could be more intuitive.,,
1150,433,,10,promoter,The Gantt charts are exactly what we needed.,email,38.2
362,5209,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
588,6074,,8,passive,"Decent, but the pricing is a bit high for what you get.",sms,
507,4038,,4,detractor,Integration with our tools doesn't work properly.,,
356,5701,,8,passive,,,58.5
1130,2239,,8,passive,Gets the job done but competitor X has better reporting.,email,47.8
986,8429,,9,promoter,The Gantt charts are exactly what we needed.,sms,
518,4739,,5,detractor,Admin settings are a nightmare to configure.,,
472,8266,,8,passive,,sms,
1043,7296,,6,detractor,The interface is confusing and hard to navigate.,sms,
46,7770,,7,passive,Works fine but the mobile app needs improvement.,in_app,
48,3582,,7,passive,Would be better with better export options.,in_app,
168,4735,,6,detractor,Support takes forever to respond to tickets.,in_app,40.0
741,1631,,7,passive,Works fine but the mobile app needs improvement.,in_app,
1089,7275,,10,promoter,"Great product, easy to use. Team adopted it quickly.",,
789,6039,,9,promoter,The Gantt charts are exactly what we needed.,in_app,7.5
1101,1196,,9,promoter,Reporting features give us exactly the insights we need.,,
676,4843,,5,detractor,Mobile app crashes constantly on Android.,,20.6
461,1559,,9,promoter,Custom workflows are a game changer for our process.,,
202,3630,,10,promoter,Custom workflows are a game changer for our process.,in_app,
725,5047,,5,detractor,Switched from competitor and regret it honestly.,email,
1001,171,,9,promoter,Love the AI task suggestions! Saves us hours every week.,,
533,7556,,9,promoter,Reporting features give us exactly the insights we need.,sms,63.4
1085,6235,,6,detractor,Lost data after an update. Very disappointed.,,2.5
617,2597,,10,promoter,Custom workflows are a game changer for our process.,in_app,
286,2904,,7,passive,"OK for basic project management, nothing special.",,
905,7334,,7,passive,Good product but could use more integrations.,in_app,
592,214,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
805,7437,,7,passive,Gets the job done but competitor X has better reporting.,,
1127,4714,,6,detractor,Lost data after an update. Very disappointed.,email,
604,7480,,7,passive,"Decent, but the pricing is a bit high for what you get.",in_app,
397,1231,,3,detractor,The interface is confusing and hard to navigate.,,
600,8007,,7,passive,Good product but could use more integrations.,,
955,6718,,7,passive,Gets the job done but competitor X has better reporting.,,8.6
143,3707,,5,detractor,Integration with our tools doesn't work properly.,,
1195,3534,,9,promoter,Best project management tool we've used. Highly recommend.,email,
26,1965,,8,passive,Works fine but the mobile app needs improvement.,,
1080,4533,,6,detractor,Switched from competitor and regret it honestly.,,
1022,3012,,8,passive,"OK for basic project management, nothing special.",email,
203,3429,,7,passive,Works fine but the mobile app needs improvement.,,
209,5387,,9,promoter,Reporting features give us exactly the insights we need.,in_app,2.0
502,7270,,9,promoter,Custom workflows are a game changer for our process.,,2.2
40,3759,,8,passive,Good product but could use more integrations.,sms,
750,4182,,8,passive,"Some features feel half-baked, like time tracking.",sms,48.5
890,944,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,70.1
417,2331,,8,passive,,in_app,
340,1174,,7,passive,,in_app,
515,7897,,7,passive,Would be better with better export options.,sms,
25,7334,,2,detractor,The interface is confusing and hard to navigate.,sms,
236,5847,,8,passive,"Decent, but the pricing is a bit high for what you get.",in_app,
952,1106,,6,detractor,Way too expensive for what it offers.,in_app,
859,4843,,7,passive,Works fine but the mobile app needs improvement.,in_app,64.7
969,5987,,6,detractor,Way too expensive for what it offers.,,
686,2801,,8,passive,Works fine but the mobile app needs improvement.,email,
618,4113,,9,promoter,"Great product, easy to use. Team adopted it quickly.",,
930,950,,8,passive,Works fine but the mobile app needs improvement.,email,
346,4852,,1,detractor,Admin settings are a nightmare to configure.,,
852,6953,,5,detractor,Bugs everywhere. Feels like we're beta testing.,,17.6
1160,2641,,4,detractor,Bugs everywhere. Feels like we're beta testing.,,24.5
318,2811,,9,promoter,Support team is incredibly responsive and helpful.,,42.8
372,5330,,8,passive,,sms,
1032,5815,,9,promoter,Best project management tool we've used. Highly recommend.,,
313,2945,,9,promoter,"Onboarding was smooth, team was productive within a day.",,
731,5372,,2,detractor,Admin settings are a nightmare to configure.,,
342,1569,,7,passive,"Some features feel half-baked, like time tracking.",,
28,712,,6,detractor,Mobile app crashes constantly on Android.,,11.6
445,3246,,7,passive,"Some features feel half-baked, like time tracking.",,
381,2663,,8,passive,"Decent, but the pricing is a bit high for what you get.",email,
611,4993,,0,detractor,Way too expensive for what it offers.,sms,44.5
456,2519,,8,passive,,in_app,
573,7850,,10,promoter,Reporting features give us exactly the insights we need.,sms,44.5
454,3009,,8,passive,Gets the job done but competitor X has better reporting.,,32.2
896,969,,8,passive,,email,
962,2707,,7,passive,,,
643,3293,,4,detractor,Lost data after an update. Very disappointed.,,
972,5278,,10,promoter,Support team is incredibly responsive and helpful.,email,45.7
1031,1746,,6,detractor,Switched from competitor and regret it honestly.,in_app,
349,3692,,8,passive,Good product but could use more integrations.,,
466,1543,,4,detractor,Switched from competitor and regret it honestly.,in_app,
214,8457,,8,passive,"Decent, but the pricing is a bit high for what you get.",,
132,591,,0,detractor,"Too slow, especially with large projects.",sms,
17,901,,9,promoter,Reporting features give us exactly the insights we need.,email,
934,6603,,8,passive,"Some features feel half-baked, like time tracking.",sms,
948,6100,,7,passive,,,
1110,7288,,7,passive,,,
157,1686,,8,passive,"OK for basic project management, nothing special.",,
502,7371,,9,promoter,"Mobile app works great, can manage tasks on the go.",,3.0
605,6284,,6,detractor,Admin settings are a nightmare to configure.,sms,
749,2132,,2,detractor,Switched from competitor and regret it honestly.,,
395,5652,,6,detractor,Admin settings are a nightmare to configure.,in_app,
710,2783,,4,detractor,Switched from competitor and regret it honestly.,in_app,26.7
315,8026,,3,detractor,Admin settings are a nightmare to configure.,,45.4
1176,1270,,8,passive,Good product but could use more integrations.,,47.7
774,869,,1,detractor,Admin settings are a nightmare to configure.,,
375,6204,,8,passive,Works fine but the mobile app needs improvement.,email,
175,5307,,8,passive,"Some features feel half-baked, like time tracking.",in_app,
83,5199,,0,detractor,Lost data after an update. Very disappointed.,,
887,1518,,8,passive,Works fine but the mobile app needs improvement.,email,
1024,6379,,6,detractor,Switched from competitor and regret it honestly.,,51.5
841,8290,,9,promoter,Love the AI task suggestions! Saves us hours every week.,email,
1074,2327,,8,passive,Works fine but the mobile app needs improvement.,,16.5
1179,2591,,7,passive,"OK for basic project management, nothing special.",,
697,117,,4,detractor,"Too slow, especially with large projects.",in_app,
469,781,,10,promoter,Support team is incredibly responsive and helpful.,,
780,3231,,3,detractor,Way too expensive for what it offers.,,31.5
455,2789,,9,promoter,"Onboarding was smooth, team was productive within a day.",sms,53.2
573,5989,,7,passive,Gets the job done but competitor X has better reporting.,,72.0
757,1896,,6,detractor,Mobile app crashes constantly on Android.,sms,
404,4471,,6,detractor,Support takes forever to respond to tickets.,in_app,
856,4530,,7,passive,,email,
689,1748,,6,detractor,The interface is confusing and hard to navigate.,sms,37.7
1012,6249,,9,promoter,The Gantt charts are exactly what we needed.,in_app,
684,5115,,7,passive,Good product but could use more integrations.,email,8.9
762,5223,,9,promoter,"Great product, easy to use. Team adopted it quickly.",in_app,
1154,3381,,8,passive,"OK for basic project management, nothing special.",,43.5
170,832,,9,promoter,Support team is incredibly responsive and helpful.,,
273,1549,,9,promoter,Support team is incredibly responsive and helpful.,email,
815,862,,10,promoter,"Mobile app works great, can manage tasks on the go.",,62.6
590,219,,9,promoter,The API is well-documented and easy to integrate with.,,50.0
658,3544,,6,detractor,Way too expensive for what it offers.,,
108,2348,,7,passive,"OK for basic project management, nothing special.",,
901,4330,,8,passive,Gets the job done but competitor X has better reporting.,,39.4
246,6994,,6,detractor,The interface is confusing and hard to navigate.,in_app,
1150,5050,,9,promoter,Support team is incredibly responsive and helpful.,sms,66.3
1171,710,,7,passive,Good product but could use more integrations.,,
47,3577,,4,detractor,Bugs everywhere. Feels like we're beta testing.,,
776,5834,,4,detractor,Mobile app crashes constantly on Android.,,
875,788,,10,promoter,"Onboarding was smooth, team was productive within a day.",email,
414,3083,,6,detractor,Lost data after an update. Very disappointed.,email,
524,4424,,8,passive,,sms,63.4
81,1514,,6,detractor,The interface is confusing and hard to navigate.,sms,
1170,5416,,5,detractor,"Too slow, especially with large projects.",email,
137,965,,7,passive,Good product but could use more integrations.,sms,
468,3736,,8,passive,"Some features feel half-baked, like time tracking.",in_app,13.5
309,7973,,9,promoter,Reporting features give us exactly the insights we need.,,
471,1,,10,promoter,"Mobile app works great, can manage tasks on the go.",,
590,3548,,10,promoter,Reporting features give us exactly the insights we need.,,
760,6469,,4,detractor,Lost data after an update. Very disappointed.,email,
956,6734,,9,promoter,Best project management tool we've used. Highly recommend.,,
345,4784,,9,promoter,Reporting features give us exactly the insights we need.,,59.7
64,3339,,10,promoter,Reporting features give us exactly the insights we need.,sms,
126,8390,,6,detractor,Support takes forever to respond to tickets.,,
989,2763,,8,passive,Works fine but the mobile app needs improvement.,,
700,1904,,10,promoter,"Great product, easy to use. Team adopted it quickly.",email,4.4
372,107,,7,passive,Works fine but the mobile app needs improvement.,,14.6
1185,7788,,8,passive,Would be better with better export options.,,
168,3666,,7,passive,Good product but could use more integrations.,email,68.1
970,5803,,8,passive,Good product but could use more integrations.,,30.7
366,1846,,9,promoter,"Onboarding was smooth, team was productive within a day.",in_app,40.4
17,3311,,6,detractor,Way too expensive for what it offers.,,
349,2833,,9,promoter,"Onboarding was smooth, team was productive within a day.",,69.2
132,6907,,6,detractor,Mobile app crashes constantly on Android.,sms,
332,7100,,6,detractor,Bugs everywhere. Feels like we're beta testing.,email,1.8
1139,4036,,6,detractor,"Too slow, especially with large projects.",email,33.3
1171,5348,,0,detractor,Bugs everywhere. Feels like we're beta testing.,sms,
927,4265,,8,passive,"Some features feel half-baked, like time tracking.",,
1158,3979,,10,promoter,Support team is incredibly responsive and helpful.,,
854,7825,,10,promoter,Support team is incredibly responsive and helpful.,email,
871,2678,,6,detractor,"Too slow, especially with large projects.",,70.6
651,545,,9,promoter,Reporting features give us exactly the insights we need.,email,
272,941,,6,detractor,Mobile app crashes constantly on Android.,in_app,
653,3119,,10,promoter,Love the AI task suggestions! Saves us hours every week.,in_app,
472,2801,,4,detractor,Mobile app crashes constantly on Android.,in_app,
1142,8453,,7,passive,Good product but could use more integrations.,,
264,7562,,8,passive,Works fine but the mobile app needs improvement.,,
475,3755,,7,passive,Good product but could use more integrations.,,31.6
765,3666,,5,detractor,Support takes forever to respond to tickets.,,22.4
538,3035,,10,promoter,"Great product, easy to use. Team adopted it quickly.",email,
309,5199,,2,detractor,Bugs everywhere. Feels like we're beta testing.,,5.8
1004,8219,,6,detractor,Bugs everywhere. Feels like we're beta testing.,in_app,
830,2613,,8,passive,,email,49.8
418,719,,7,passive,Would be better with better export options.,in_app,
174,227,,7,passive,Works fine but the mobile app needs improvement.,in_app,
1061,6682,,7,passive,"Some features feel half-baked, like time tracking.",in_app,
1181,7560,,8,passive,Would be better with better export options.,,
974,265,,9,promoter,Love the AI task suggestions! Saves us hours every week.,,55.7
520,5266,,7,passive,"OK for basic project management, nothing special.",email,39.4
705,1905,,6,detractor,Support takes forever to respond to tickets.,,
128,8288,,9,promoter,The Gantt charts are exactly what we needed.,,
1017,3097,,7,passive,Gets the job done but competitor X has better reporting.,in_app,
633,7450,,5,detractor,Integration with our tools doesn't work properly.,email,
350,7933,,4,detractor,Mobile app crashes constantly on Android.,email,
745,3340,,10,promoter,"Mobile app works great, can manage tasks on the go.",in_app,57.6
735,4094,,10,promoter,Best project management tool we've used. Highly recommend.,in_app,
183,1086,,6,detractor,Bugs everywhere. Feels like we're beta testing.,,
988,5426,,10,promoter,Love the AI task suggestions! Saves us hours every week.,,33.8
17,3771,,8,passive,,sms,
26,7769,,7,passive,Would be better with better export options.,email,
159,2517,,8,passive,Would be better with better export options.,,
447,2149,,7,passive,Solid tool but UI could be more intuitive.,sms,
57,354,,10,promoter,"Onboarding was smooth, team was productive within a day.",in_app,
270,3851,,10,promoter,Reporting features give us exactly the insights we need.,email,
468,3546,,3,detractor,Lost data after an update. Very disappointed.,email,13.4
690,7775,,2,detractor,Switched from competitor and regret it honestly.,,
679,1201,,8,passive,Solid tool but UI could be more intuitive.,in_app,
612,3632,,6,detractor,Support takes forever to respond to tickets.,email,
461,1007,,10,promoter,Best project management tool we've used. Highly recommend.,sms,46.2
724,6592,,9,promoter,Custom workflows are a game changer for our process.,,
669,3747,,6,detractor,Support takes forever to respond to tickets.,sms,22.5
