customer_id,company_name,industry,is_churned,plan_tier,mrr_usd,total_events,last_activity,avg_session_sec,unique_features,team_size,latest_nps,recency_days,R_score,F_score,V_score,rfv_total,segment
181,PulseHub,Manufacturing,0,professional,59.0,54,2025-10-27 02:38:09,1846.6842105263158,11,11.0,0.0,157,4,4,4,12,🟢 Champions
182,SageStudio,Consulting,0,starter,19.0,37,2025-08-25 08:51:41,1883.6666666666667,4,3.0,5.0,220,3,2,3,8,🟡 New/Promising
183,BeamSoftware,Marketing,0,starter,14.25,46,2025-04-12 05:19:01,1760.0,7,32.0,6.0,355,1,4,2,7,🟠 At Risk
184,BoltSystems,Finance,1,professional,49.17,36,2025-06-18 06:05:15,1945.9642857142858,4,8.0,10.0,288,2,1,4,7,🔴 High-Value Sleepers
185,XenonOps,Finance,1,free,0.0,40,2025-07-10 20:52:01,1713.68,7,1.0,8.0,266,2,2,1,5,⚪ Dormant/Lost
186,AcmeLabs,Retail,1,starter,12.0,37,2025-04-19 15:13:43,1520.5483870967741,5,1.0,4.0,348,1,2,2,5,⚪ Dormant/Lost
187,Hive Ventures,Technology,0,starter,19.0,36,2025-09-25 19:17:25,1933.2727272727273,6,10.0,,189,3,1,3,7,🟡 New/Promising
188,GridDigital,Real Estate,0,starter,12.0,38,2025-09-21 06:01:07,1908.08,3,8.0,9.0,193,3,2,2,7,🟡 New/Promising
189,Quest Cloud,E-commerce,0,starter,10.0,33,2025-03-22 10:04:36,1843.8666666666666,3,14.0,9.0,376,1,1,2,4,⚪ Dormant/Lost
190,Acme Studio,Telecommunications,0,starter,10.0,43,2025-09-29 13:16:26,2001.5,6,2.0,1.0,185,3,3,2,8,🔵 Loyal Customers
191,Data Logic,Media,0,starter,10.2,46,2025-04-18 09:32:54,1837.3658536585365,6,5.0,9.0,349,1,4,2,7,🟠 At Risk
192,GlowSoftware,Finance,0,starter,12.0,35,2025-05-28 06:15:28,1593.4137931034484,5,12.0,8.0,309,1,1,2,4,⚪ Dormant/Lost
193,PulseTech,Healthcare,1,free,0.0,36,2024-05-17 10:34:06,1919.1290322580646,4,12.0,8.0,685,1,1,1,3,⚪ Dormant/Lost
194,Zeal Analytics,Legal,0,starter,12.0,34,2025-09-28 08:18:17,1776.6,5,5.0,7.0,186,3,1,2,6,🟡 New/Promising
195,Kite Analytics,Insurance,1,enterprise,99.0,39,2025-07-18 16:15:23,1970.5,4,4.0,10.0,258,2,2,4,8,🔴 High-Value Sleepers
196,CloudDynamics,Legal,0,professional,39.0,38,2025-10-08 11:46:02,1368.1379310344828,6,11.0,6.0,176,4,2,3,9,🟡 New/Promising
197,LunaPlatform,Technology,0,professional,49.17,35,2025-07-10 23:58:02,1894.9583333333333,4,10.0,8.0,265,2,1,4,7,🔴 High-Value Sleepers
198,DriftStudio,Consulting,0,starter,15.83,38,2025-06-16 14:41:12,1863.4848484848485,3,34.0,7.0,290,2,2,2,6,🟤 Need Attention
199,VertexLabs,Manufacturing,1,free,0.0,37,2025-03-06 11:40:20,2043.6774193548388,4,55.0,10.0,392,1,2,1,4,⚪ Dormant/Lost
200,XenonHQ,Healthcare,0,professional,49.17,40,2025-09-20 20:43:27,1936.4848484848485,3,9.0,2.0,194,3,2,4,9,🟡 New/Promising
201,ZenNet,Marketing,1,professional,41.79,46,2025-10-19 12:45:29,1848.375,4,5.0,8.0,165,4,4,3,11,🟢 Champions
202,CoreCloud,Retail,0,enterprise,99.0,36,2025-06-21 16:28:09,1838.0714285714287,6,2.0,10.0,285,2,1,4,7,🔴 High-Value Sleepers
203,Tidal Analytics,Retail,0,starter,10.0,39,2025-02-22 14:05:53,2020.551724137931,3,3.0,9.0,404,1,2,2,5,⚪ Dormant/Lost
204,IonSoftware,Marketing,1,free,0.0,41,2025-10-16 05:40:36,2026.7894736842106,3,11.0,3.0,168,4,3,1,8,🔵 Loyal Customers
205,HubAI,Technology,0,professional,49.17,43,2025-03-14 18:11:27,1810.3548387096773,3,6.0,10.0,384,1,3,4,8,🟠 At Risk
206,RushHQ,Technology,0,enterprise,74.25,60,2025-10-17 08:02:16,1893.8867924528302,6,6.0,8.0,167,4,4,4,12,🟢 Champions
207,OnyxDynamics,Manufacturing,0,free,0.0,33,2025-09-12 15:30:54,1617.607142857143,3,35.0,10.0,202,3,1,1,5,🟡 New/Promising
208,Echo Dev,Marketing,0,starter,10.0,37,2025-09-15 08:27:22,1695.1935483870968,5,40.0,8.0,199,3,2,2,7,🟡 New/Promising
209,KeenLogic,Retail,0,enterprise,82.5,52,2025-09-07 00:48:13,1727.8260869565217,6,43.0,8.0,207,3,4,4,11,🟢 Champions
210,FluxDynamics,Consulting,0,professional,59.0,27,2024-12-19 20:11:09,2132.8636363636365,7,4.0,10.0,469,1,1,4,6,🔴 High-Value Sleepers
211,Trek Digital,Insurance,0,starter,12.0,44,2025-03-18 11:34:59,2130.4285714285716,6,5.0,10.0,380,1,3,2,6,🟠 At Risk
212,OnyxIO,Finance,0,free,0.0,47,2025-09-23 23:41:26,2199.5789473684213,5,23.0,8.0,191,3,4,1,8,🔵 Loyal Customers
213,Sage Ventures,Manufacturing,1,starter,9.0,44,2025-10-16 22:09:24,1713.5882352941176,6,35.0,10.0,168,4,3,2,9,🔵 Loyal Customers
214,UltraSolutions,Healthcare,0,enterprise,99.0,32,2025-03-09 06:32:01,1585.16,2,16.0,8.0,389,1,1,4,6,🔴 High-Value Sleepers
215,ArcSolutions,Consulting,0,starter,15.83,35,2024-06-20 06:08:45,1934.655172413793,5,7.0,7.0,651,1,1,2,4,⚪ Dormant/Lost
216,SyncLabs,Healthcare,0,starter,19.0,44,2025-10-09 09:22:05,1931.9705882352941,8,4.0,5.0,175,4,3,3,10,🟢 Champions
217,PeakSolutions,Manufacturing,0,free,0.0,42,2025-10-12 00:08:24,2125.3333333333335,5,5.0,7.0,172,4,3,1,8,🔵 Loyal Customers
218,Keen Dynamics,Retail,1,starter,10.8,25,2025-09-24 15:01:43,1691.8695652173913,3,12.0,9.0,190,3,1,2,6,🟡 New/Promising
219,TidalLogic,Telecommunications,1,professional,59.0,44,2025-03-08 18:00:09,1960.4722222222222,5,14.0,,390,1,3,4,8,🟠 At Risk
220,GridTech,Insurance,0,enterprise,82.5,37,2025-08-06 03:06:04,1814.5384615384614,2,4.0,9.0,239,2,2,4,8,🔴 High-Value Sleepers
221,KeenPlatform,Healthcare,1,professional,59.0,42,2025-09-01 21:29:35,2075.5,2,6.0,10.0,213,3,3,4,10,🟢 Champions
222,Beam Tech,Logistics,0,enterprise,179.1,34,2025-10-05 05:56:25,1673.8387096774193,9,3.0,9.0,179,4,1,4,9,🟡 New/Promising
223,RushDev,Retail,0,starter,15.83,48,2025-05-22 00:33:17,1665.090909090909,6,1.0,6.0,315,1,4,2,7,🟠 At Risk
224,GridVentures,Insurance,1,free,0.0,37,2025-10-27 01:41:46,1754.967741935484,5,4.0,,157,4,2,1,7,🟡 New/Promising
225,CloudLogic,Marketing,0,starter,19.0,34,2025-07-11 05:54:17,1994.9583333333333,5,16.0,9.0,265,2,1,3,6,🔴 High-Value Sleepers
226,OrbitDigital,Legal,0,free,0.0,54,2025-09-01 04:25:27,1738.6829268292684,6,14.0,9.0,213,3,4,1,8,🔵 Loyal Customers
227,DataDev,Healthcare,0,starter,10.8,24,2025-09-16 20:56:31,1870.5,0,2.0,8.0,198,3,1,2,6,🟡 New/Promising
228,DriftAI,Legal,0,professional,59.0,48,2025-06-10 06:40:54,1492.7142857142858,5,2.0,,296,1,4,4,9,🟠 At Risk
229,LinkDynamics,Finance,0,professional,49.17,30,2025-10-09 13:00:38,1762.6,5,39.0,6.0,175,4,1,4,9,🟡 New/Promising
230,PeakPlatform,Education,0,starter,19.0,50,2025-07-05 15:46:26,1959.6666666666667,5,20.0,8.0,271,2,4,3,9,🟠 At Risk
231,OrbitAnalytics,Education,0,starter,19.0,38,2025-10-30 23:55:55,1491.0,4,13.0,9.0,153,4,2,3,9,🟡 New/Promising
232,Quest Studio,Media,0,professional,32.5,29,2025-07-20 17:13:22,1755.6315789473683,3,28.0,6.0,256,2,1,3,6,🔴 High-Value Sleepers
233,Hive Hub,E-commerce,0,starter,12.0,40,2025-10-29 07:20:10,1910.5625,4,1.0,6.0,155,4,2,2,8,🟡 New/Promising
234,LinkNet,Retail,0,professional,39.0,44,2025-07-26 05:42:27,1985.057142857143,6,6.0,7.0,250,2,3,3,8,🟠 At Risk
235,SyncSystems,Legal,0,free,0.0,36,2025-08-03 01:13:25,1848.0357142857142,5,2.0,0.0,242,2,1,1,4,⚪ Dormant/Lost
236,ArcWorks,Real Estate,1,professional,29.25,29,2025-10-19 00:16:46,1534.7692307692307,4,6.0,4.0,165,4,1,3,8,🟡 New/Promising
237,HiveCloud,Retail,0,starter,15.2,42,2025-10-27 16:17:31,1914.7272727272727,7,42.0,0.0,157,4,3,2,9,🔵 Loyal Customers
238,VertexStack,Marketing,0,professional,35.1,48,2025-10-27 08:46:51,1686.840909090909,6,27.0,9.0,157,4,4,3,11,🟢 Champions
239,IonGroup,Manufacturing,0,professional,59.0,42,2025-08-25 19:30:59,1615.7368421052631,3,10.0,9.0,220,3,3,4,10,🟢 Champions
240,Unit Platform,E-commerce,1,professional,39.0,49,2025-05-21 11:52:22,1571.7837837837837,4,12.0,10.0,316,1,4,3,8,🟠 At Risk
241,BeamOps,Marketing,0,starter,15.83,38,2025-07-06 02:11:16,1954.90625,6,4.0,8.0,270,2,2,2,6,🟤 Need Attention
242,HubStudio,Insurance,1,professional,39.0,55,2025-10-19 21:09:33,1512.75,5,2.0,7.0,165,4,4,3,11,🟢 Champions
243,YieldSystems,Consulting,0,free,0.0,36,2025-10-24 07:00:18,1950.3030303030303,3,17.0,6.0,160,4,1,1,6,🟡 New/Promising
244,Grid IO,E-commerce,1,starter,19.0,38,2025-10-25 19:33:52,2059.0,5,8.0,8.0,159,4,2,3,9,🟡 New/Promising
245,Quest Tech,Telecommunications,1,starter,12.0,47,2025-10-29 07:05:31,1692.342105263158,7,4.0,10.0,155,4,4,2,10,🟢 Champions
246,Luna AI,Retail,1,starter,12.0,49,2025-07-14 20:26:20,1630.5135135135135,5,5.0,4.0,262,2,4,2,8,🟠 At Risk
247,VertexStudio,Real Estate,0,starter,15.83,38,2025-10-26 17:05:06,1655.2758620689656,6,6.0,9.0,158,4,2,2,8,🟡 New/Promising
248,Sage Pro,Technology,0,professional,49.17,35,2025-10-30 05:51:33,1930.0714285714287,5,23.0,7.0,154,4,1,4,9,🟡 New/Promising
249,RiftPro,Finance,0,professional,39.0,29,2024-11-27 05:53:14,1672.6666666666667,2,3.0,7.0,491,1,1,3,5,🔴 High-Value Sleepers
250,SageNet,Manufacturing,0,professional,39.0,42,2025-07-27 17:17:41,1522.4166666666667,4,23.0,3.0,249,2,3,3,8,🟠 At Risk
251,AcmeStack,Media,0,free,0.0,32,2025-07-24 14:54:53,1697.103448275862,6,27.0,8.0,252,2,1,1,4,⚪ Dormant/Lost
252,Core Ventures,Consulting,1,free,0.0,36,2025-07-23 11:46:12,1601.774193548387,5,5.0,8.0,253,2,1,1,4,⚪ Dormant/Lost
253,Quest HQ,Marketing,0,enterprise,82.5,30,2025-04-03 11:11:23,1800.2916666666667,5,2.0,7.0,364,1,1,4,6,🔴 High-Value Sleepers
254,GridHub,Technology,1,starter,10.0,40,2025-10-25 10:39:27,1597.9333333333334,3,6.0,,159,4,2,2,8,🟡 New/Promising
255,GridAnalytics,E-commerce,1,starter,10.0,42,2025-09-13 00:57:37,1646.6875,7,1.0,6.0,201,3,3,2,8,🔵 Loyal Customers
256,DriftOps,Media,0,professional,59.0,42,2025-08-25 10:09:03,1619.8387096774193,5,4.0,0.0,220,3,3,4,10,🟢 Champions
257,Ion Systems,Manufacturing,0,starter,15.83,53,2025-09-03 09:29:49,1962.1081081081081,3,14.0,8.0,211,3,4,2,9,🔵 Loyal Customers
258,Mist Net,Telecommunications,0,professional,31.2,44,2025-06-17 11:27:29,1696.0285714285715,5,16.0,10.0,289,2,3,3,8,🟠 At Risk
259,RiftDigital,Logistics,0,professional,50.15,49,2025-06-26 09:29:52,1637.7435897435898,8,4.0,7.0,280,2,4,4,10,🟢 Champions
260,IrisCloud,Manufacturing,0,free,0.0,50,2025-08-19 00:30:19,1940.35,9,51.0,8.0,226,2,4,1,7,🟠 At Risk
261,JetAI,Education,0,free,0.0,37,2025-09-19 19:46:47,1744.5172413793102,4,1.0,10.0,195,3,2,1,6,🟡 New/Promising
262,Yield Logic,Manufacturing,0,professional,39.0,38,2025-09-26 01:01:35,1656.46875,4,46.0,10.0,188,3,2,3,8,🟡 New/Promising
263,WarpVentures,Real Estate,0,professional,59.0,39,2025-06-22 15:28:44,1686.9666666666667,4,2.0,10.0,284,2,2,4,8,🔴 High-Value Sleepers
264,Link Analytics,Technology,0,free,0.0,38,2025-06-15 10:35:56,2003.9666666666667,3,1.0,8.0,291,2,2,1,5,⚪ Dormant/Lost
265,FluxVentures,Healthcare,0,professional,49.17,41,2025-01-05 11:46:18,1818.551724137931,7,16.0,10.0,452,1,3,4,8,🟠 At Risk
266,NovaOps,Marketing,0,free,0.0,35,2025-06-06 22:02:26,1960.0333333333333,6,2.0,10.0,300,1,1,1,3,⚪ Dormant/Lost
267,CloudOps,Manufacturing,0,starter,10.2,27,2025-10-03 11:40:49,1652.05,2,15.0,,181,4,1,2,7,🟡 New/Promising
268,PeakSoftware,Healthcare,0,free,0.0,36,2025-03-14 20:49:23,1717.4,6,4.0,7.0,384,1,1,1,3,⚪ Dormant/Lost
269,NovaDynamics,Telecommunications,0,free,0.0,39,2025-10-06 12:08:30,1803.5142857142857,4,25.0,9.0,178,4,2,1,7,🟡 New/Promising
270,JadeTech,E-commerce,0,professional,49.17,34,2025-10-14 00:28:05,2040.9583333333333,6,6.0,5.0,170,4,1,4,9,🟡 New/Promising
271,SageTech,Media,0,free,0.0,42,2025-09-21 11:56:21,1665.4193548387098,2,5.0,,193,3,3,1,7,🔵 Loyal Customers
272,JetCloud,Telecommunications,0,free,0.0,50,2025-09-08 17:43:06,1706.4634146341464,5,29.0,5.0,206,3,4,1,8,🔵 Loyal Customers
273,TidalSoftware,Telecommunications,0,starter,12.0,26,2025-07-02 07:21:07,1894.909090909091,5,9.0,8.0,274,2,1,2,5,⚪ Dormant/Lost
274,WarpDynamics,Media,0,professional,59.0,42,2025-01-26 08:26:21,1715.15625,6,1.0,9.0,431,1,3,4,8,🟠 At Risk
275,GridCloud,Telecommunications,0,enterprise,99.0,35,2025-02-04 17:57:20,2332.6296296296296,5,1.0,6.0,422,1,1,4,6,🔴 High-Value Sleepers
276,UltraPlatform,Legal,0,professional,32.5,43,2025-09-16 16:24:51,1680.9756097560976,6,11.0,5.0,198,3,3,3,9,🔵 Loyal Customers
277,Mist Tech,Retail,1,free,0.0,46,2025-10-13 22:13:37,1923.2894736842106,4,4.0,10.0,171,4,4,1,9,🔵 Loyal Customers
278,Cloud Dynamics,Education,0,enterprise,149.25,40,2025-10-18 12:06:58,1771.90625,2,5.0,,166,4,2,4,10,🟢 Champions
279,ZenStudio,Logistics,0,professional,39.0,44,2025-10-07 05:12:28,2104.5128205128203,7,2.0,4.0,177,4,3,3,10,🟢 Champions
280,VinePro,Marketing,0,starter,12.0,51,2025-09-23 00:31:25,2103.5897435897436,6,1.0,8.0,191,3,4,2,9,🔵 Loyal Customers
281,EchoHQ,Technology,0,free,0.0,46,2025-07-03 10:05:33,1716.2702702702702,5,16.0,4.0,273,2,4,1,7,🟠 At Risk
282,XenonVentures,Retail,0,free,0.0,33,2025-05-11 14:58:12,1896.0,2,1.0,8.0,326,1,1,1,3,⚪ Dormant/Lost
283,GlowDigital,E-commerce,1,professional,32.5,39,2025-10-21 10:06:13,1870.764705882353,5,3.0,10.0,163,4,2,3,9,🟡 New/Promising
284,EchoOps,E-commerce,1,free,0.0,42,2025-06-26 20:16:18,1763.7575757575758,4,9.0,,280,2,3,1,6,🟠 At Risk
285,Luna Dev,Manufacturing,0,enterprise,99.0,41,2025-06-22 13:52:13,2073.030303030303,5,11.0,7.0,284,2,3,4,9,🟠 At Risk
286,KitePlatform,Real Estate,0,professional,59.0,39,2025-10-02 14:36:33,2118.766666666667,5,4.0,9.0,182,4,2,4,10,🟢 Champions
287,Bolt Software,Media,0,starter,19.0,39,2025-08-22 18:09:04,1902.0967741935483,2,56.0,8.0,223,3,2,3,8,🟡 New/Promising
288,FlowIO,Telecommunications,0,free,0.0,46,2025-08-29 10:04:54,1700.6486486486488,3,8.0,8.0,216,3,4,1,8,🔵 Loyal Customers
289,OrbitIO,Manufacturing,0,starter,15.83,34,2025-10-27 20:38:37,1937.4666666666667,3,4.0,5.0,157,4,1,2,7,🟡 New/Promising
290,SyncGroup,Manufacturing,0,professional,59.0,41,2025-03-02 09:18:37,1751.5454545454545,5,4.0,9.0,396,1,3,4,8,🟠 At Risk
291,Beam Stack,Real Estate,0,professional,32.5,41,2025-10-18 05:36:49,2146.1,3,3.0,3.0,166,4,3,3,10,🟢 Champions
292,LunaStudio,Consulting,1,free,0.0,58,2025-10-23 17:06:23,1703.5434782608695,5,6.0,7.0,161,4,4,1,9,🔵 Loyal Customers
293,GridSoftware,Insurance,0,professional,39.0,54,2025-06-23 04:08:54,1752.8139534883721,3,2.0,8.0,283,2,4,3,9,🟠 At Risk
294,UnitLogic,Manufacturing,1,professional,49.17,34,2025-05-10 07:37:23,1806.3333333333333,4,5.0,10.0,327,1,1,4,6,🔴 High-Value Sleepers
295,NexusSolutions,Marketing,0,professional,49.17,45,2025-10-21 20:35:29,1721.4615384615386,5,6.0,10.0,163,4,3,4,11,🟢 Champions
296,WaveStudio,Education,1,starter,12.0,47,2025-10-06 09:11:55,1338.4736842105262,4,3.0,6.0,178,4,4,2,10,🟢 Champions
297,Core Logic,Real Estate,1,enterprise,99.0,35,2025-10-26 01:50:43,1546.9285714285713,3,4.0,,158,4,1,4,9,🟡 New/Promising
298,Ultra Corp,Marketing,0,starter,12.0,44,2024-12-23 17:23:15,2020.03125,5,7.0,5.0,465,1,3,2,6,🟠 At Risk
299,Keen Analytics,Finance,0,professional,59.0,41,2025-09-03 07:17:34,1721.735294117647,5,20.0,0.0,211,3,3,4,10,🟢 Champions
300,Flow Ops,Logistics,0,professional,59.0,41,2024-09-05 08:39:13,1589.5714285714287,6,11.0,5.0,574,1,3,4,8,🟠 At Risk
301,FluxSolutions,Telecommunications,0,professional,41.79,34,2024-12-25 04:13:40,1373.7777777777778,3,11.0,8.0,463,1,1,3,5,🔴 High-Value Sleepers
302,DriftSystems,Consulting,0,starter,10.0,49,2025-07-01 13:06:25,1780.7179487179487,5,5.0,5.0,275,2,4,2,8,🟠 At Risk
303,EchoGroup,Finance,0,starter,15.83,49,2025-09-06 12:23:33,2089.8684210526317,4,14.0,7.0,208,3,4,2,9,🔵 Loyal Customers
304,Pulse Dynamics,Manufacturing,0,starter,15.83,40,2025-09-03 02:42:58,1732.9722222222222,4,22.0,8.0,211,3,2,2,7,🟡 New/Promising
305,Keen AI,Manufacturing,0,enterprise,99.0,43,2025-07-29 13:59:50,2007.1290322580646,1,5.0,7.0,247,2,3,4,9,🟠 At Risk
306,MetaVentures,Logistics,0,starter,9.0,39,2025-08-10 08:50:10,1844.142857142857,1,10.0,6.0,235,2,2,2,6,🟤 Need Attention
307,KiteStack,Marketing,0,starter,12.0,33,2025-10-03 18:01:42,2000.551724137931,4,14.0,7.0,181,4,1,2,7,🟡 New/Promising
308,MistStack,Telecommunications,1,free,0.0,32,2025-07-11 19:03:40,1793.48,6,10.0,10.0,265,2,1,1,4,⚪ Dormant/Lost
309,NovaSolutions,Healthcare,1,professional,32.5,45,2025-10-21 22:40:26,1674.6,5,6.0,10.0,163,4,3,3,10,🟢 Champions
310,Hive Solutions,Technology,0,starter,12.0,48,2025-10-18 09:30:17,1925.1025641025642,4,2.0,7.0,166,4,4,2,10,🟢 Champions
311,LinkGroup,Legal,0,enterprise,82.5,39,2025-10-09 05:21:37,2221.967741935484,5,10.0,7.0,175,4,2,4,10,🟢 Champions
312,SageIO,Consulting,0,enterprise,82.5,36,2025-10-21 04:23:55,1628.53125,5,1.0,10.0,163,4,1,4,9,🟡 New/Promising
313,TrekPro,Retail,0,free,0.0,31,2025-04-13 12:16:31,1785.3846153846155,4,7.0,9.0,354,1,1,1,3,⚪ Dormant/Lost
314,ArcSoftware,Finance,1,professional,32.5,33,2025-02-24 19:13:06,1868.9166666666667,6,3.0,8.0,402,1,1,3,5,🔴 High-Value Sleepers
315,RushDigital,Legal,0,free,0.0,37,2025-08-29 11:21:32,1270.8148148148148,2,1.0,8.0,216,3,2,1,6,🟡 New/Promising
316,VertexTech,Finance,0,starter,10.0,49,2025-10-17 00:46:13,2173.846153846154,5,3.0,8.0,167,4,4,2,10,🟢 Champions
317,Zeal HQ,E-commerce,0,starter,19.0,46,2025-10-18 06:37:44,1594.8823529411766,7,18.0,9.0,166,4,4,3,11,🟢 Champions
318,Jade Dev,Healthcare,0,enterprise,99.0,40,2025-09-12 10:45:44,1949.4848484848485,5,2.0,6.0,202,3,2,4,9,🟡 New/Promising
319,LinkSystems,E-commerce,0,starter,12.0,56,2025-08-17 03:37:01,1724.2045454545455,5,5.0,2.0,228,2,4,2,8,🟠 At Risk
320,Wave Stack,Finance,0,free,0.0,47,2025-08-17 11:14:06,1551.625,4,20.0,8.0,228,2,4,1,7,🟠 At Risk
321,BoltNet,Legal,0,free,0.0,34,2025-08-04 14:19:16,2114.9655172413795,6,4.0,,241,2,1,1,4,⚪ Dormant/Lost
322,RushGroup,Media,0,professional,29.25,42,2025-07-31 20:53:33,1792.5,6,3.0,6.0,245,2,3,3,8,🟠 At Risk
323,NexusStudio,E-commerce,0,starter,19.0,32,2025-08-30 06:10:34,1927.7083333333333,4,1.0,8.0,215,3,1,3,7,🟡 New/Promising
324,Hive Ops,Healthcare,0,enterprise,165.83,24,2025-10-06 08:41:43,1988.625,3,6.0,8.0,178,4,1,4,9,🟡 New/Promising
325,Trek Tech,Technology,0,professional,39.0,47,2025-10-30 11:30:00,1712.9714285714285,4,2.0,9.0,154,4,4,3,11,🟢 Champions
326,NexusAnalytics,Legal,1,starter,15.83,39,2025-04-27 21:17:07,2025.7407407407406,5,3.0,7.0,340,1,2,2,5,⚪ Dormant/Lost
327,JadePro,Legal,0,professional,59.0,43,2025-10-03 07:30:06,2124.1714285714284,4,6.0,7.0,181,4,3,4,11,🟢 Champions
328,IrisGroup,Marketing,0,starter,19.0,33,2025-05-22 05:00:40,1943.44,4,6.0,10.0,315,1,1,3,5,🔴 High-Value Sleepers
329,ZenLabs,Education,0,free,0.0,38,2025-10-27 03:42:09,1671.3235294117646,6,9.0,8.0,157,4,2,1,7,🟡 New/Promising
330,JadeDev,Telecommunications,0,free,0.0,39,2025-07-18 20:52:04,1519.774193548387,4,15.0,9.0,258,2,2,1,5,⚪ Dormant/Lost
331,UnitWorks,Finance,0,professional,39.0,46,2025-09-16 06:49:18,1855.578947368421,6,10.0,0.0,198,3,4,3,10,🟢 Champions
332,WaveCorp,Retail,1,free,0.0,42,2025-08-18 04:05:14,1764.918918918919,5,5.0,10.0,227,2,3,1,6,🟠 At Risk
333,ZenHQ,Real Estate,0,free,0.0,43,2025-09-24 17:22:52,1732.6129032258063,9,13.0,7.0,190,3,3,1,7,🔵 Loyal Customers
334,ZenDev,Legal,0,professional,32.5,56,2025-02-18 11:03:04,1660.265306122449,3,4.0,7.0,408,1,4,3,8,🟠 At Risk
335,ZealCorp,Telecommunications,0,professional,49.17,49,2025-10-08 07:56:09,1769.25,3,14.0,8.0,176,4,4,4,12,🟢 Champions
336,WaveGroup,Insurance,0,enterprise,99.0,36,2025-05-12 15:27:12,2027.0,2,7.0,8.0,325,1,1,4,6,🔴 High-Value Sleepers
337,Nexus Digital,Retail,0,starter,15.83,41,2025-06-12 08:36:08,1795.8709677419354,5,30.0,5.0,294,1,3,2,6,🟠 At Risk
338,JadeIO,Finance,1,enterprise,70.12,43,2025-10-29 14:53:09,2226.5555555555557,3,14.0,4.0,155,4,3,4,11,🟢 Champions
339,DataHQ,Technology,0,starter,16.15,38,2025-07-20 01:18:52,1600.3529411764705,5,5.0,5.0,256,2,2,3,7,🔴 High-Value Sleepers
340,OrbitLogic,Legal,0,free,0.0,56,2025-05-17 16:41:39,1625.2444444444445,7,2.0,8.0,320,1,4,1,6,🟠 At Risk
341,VertexIO,Finance,0,starter,10.0,49,2025-07-01 17:09:50,2028.1875,3,6.0,2.0,275,2,4,2,8,🟠 At Risk
342,Vertex Logic,Logistics,1,starter,10.0,31,2025-09-26 00:40:38,1788.9130434782608,3,4.0,6.0,188,3,1,2,6,🟡 New/Promising
343,PeakDigital,Logistics,0,free,0.0,43,2025-02-12 04:04:52,2071.970588235294,5,33.0,8.0,414,1,3,1,5,🟠 At Risk
344,PeakVentures,Marketing,0,free,0.0,39,2025-10-20 01:11:25,1767.6666666666667,8,1.0,8.0,164,4,2,1,7,🟡 New/Promising
345,Zeal Software,Healthcare,0,professional,39.0,42,2024-12-14 08:21:08,1664.7714285714285,5,1.0,9.0,474,1,3,3,7,🟠 At Risk
346,SageHub,Media,1,free,0.0,42,2025-07-09 15:08:42,2143.0,7,50.0,5.0,267,2,3,1,6,🟠 At Risk
347,ArcPlatform,E-commerce,0,professional,39.0,40,2025-07-26 22:20:14,1858.3870967741937,4,53.0,,250,2,2,3,7,🔴 High-Value Sleepers
348,Vine Logic,Legal,0,free,0.0,39,2025-01-10 05:42:32,1775.8620689655172,6,1.0,10.0,447,1,2,1,4,⚪ Dormant/Lost
349,HiveDynamics,Legal,0,enterprise,99.0,40,2025-02-20 21:42:51,1984.6,6,5.0,8.0,406,1,2,4,7,🔴 High-Value Sleepers
350,DriftSolutions,Real Estate,1,professional,39.0,47,2025-06-12 09:22:14,1889.3513513513512,6,4.0,0.0,294,1,4,3,8,🟠 At Risk
351,LunaHQ,Legal,1,starter,10.0,25,2025-08-21 13:06:20,1551.5217391304348,4,3.0,6.0,224,3,1,2,6,🟡 New/Promising
352,UnitDev,Finance,1,free,0.0,29,2024-12-10 20:05:45,1723.8181818181818,4,9.0,8.0,478,1,1,1,3,⚪ Dormant/Lost
353,ArcCloud,Insurance,0,free,0.0,43,2025-08-17 03:35:48,2036.2777777777778,5,8.0,,228,2,3,1,6,🟠 At Risk
354,Link Ops,Consulting,0,starter,19.0,46,2025-10-06 04:52:48,1898.0882352941176,2,7.0,8.0,178,4,4,3,11,🟢 Champions
355,Cloud Ops,Real Estate,0,starter,19.0,42,2025-09-11 02:41:56,1795.1470588235295,6,47.0,9.0,203,3,3,3,9,🔵 Loyal Customers
356,DriftPro,Telecommunications,0,professional,59.0,44,2025-07-08 06:48:48,1892.4285714285713,7,2.0,6.0,268,2,3,4,9,🟠 At Risk
357,VertexDev,E-commerce,0,free,0.0,35,2025-04-14 09:49:19,1856.96,4,29.0,2.0,353,1,1,1,3,⚪ Dormant/Lost
358,BeamGroup,Education,0,professional,39.0,40,2025-01-13 05:51:12,2002.9032258064517,9,10.0,9.0,444,1,2,3,6,🔴 High-Value Sleepers
359,TrekCloud,Technology,0,starter,10.0,43,2025-06-22 23:06:52,1940.0263157894738,4,6.0,8.0,284,2,3,2,7,🟠 At Risk
360,Sync Analytics,Insurance,0,enterprise,82.5,38,2025-08-24 02:06:59,1854.5555555555557,3,2.0,10.0,221,3,2,4,9,🟡 New/Promising
361,MetaWorks,Telecommunications,0,professional,32.5,55,2025-10-10 02:45:29,1851.4634146341464,6,25.0,7.0,174,4,4,3,11,🟢 Champions
362,Hive Cloud,Real Estate,0,starter,15.83,41,2025-06-29 06:19:30,1768.2666666666667,5,10.0,5.0,277,2,3,2,7,🟠 At Risk
